sitename,Country or Area Name,Full Address,Latitude,Longitude,locationId,sensorId,country,sensorType,displayName,sensor_name,sensor_unit,lastUpdated,PROJECT_NAME,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,stationid,New Station,Parameter,Value,utcoff
MÃ¼nster,Germany,MÃ¼nster-Geist,51.936535,7.611583,3128.0,7544798,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,569,601,,51.936535,7.611583,,105279,,,,
Schwandorf,Germany,Schwandorf/Wackersdorfer StraÃŸe,49.321955,12.128139,3129.0,6769,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,616,,49.321955,12.128139,,105280,,,,
Ulm,Germany,Ulm,48.396836,9.979031,3132.0,1300256,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,609,,48.396836,9.979031,,105281,,,,
Rancagua,Chile,Rancagua I,-34.16231461,-70.71391923,997.0,1799,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,224,351,,-34.16231461,-70.71391923,,105282,,,,
Unna,Germany,Unna-KÃ¶nigsborn,51.547479,7.693785,3142.0,5078804,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,602,,51.547479,7.693785,,105283,,,,
Essen,Germany,Essen-Vogelheim,51.49654,6.980991,3147.0,11694,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,599,,51.49654,6.980991,,105284,,,,
Erfurt,Germany,Erfurt KrÃ¤mpferstr.,50.979455,11.037924,3149.0,6767,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,612,,50.979455,11.037924,,105285,,,,
Darmstadt,Germany,Darmstadt HÃ¼gelstraÃŸe,49.869457,8.653745,3151.0,23602,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,605,,49.869457,8.653745,,105286,,,,
Krefeld,Germany,Krefeld (Hafen),51.342572,6.670194,3154.0,12044,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,598,,51.342572,6.670194,,105287,,,,
Bremen_2,Germany,Bremen-HasenbÃ¼ren,53.1177,8.69506,3155.0,6779,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,573,605,,53.1177,8.69506,,105288,,,,
Bielefeld,Germany,Bielefeld-Ost,52.023155,8.548362,3156.0,2010538,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,569,604,,52.023155,8.548362,,105289,,,,
Bielefeld_2,Germany,Bielefeld Detmolder StraÃŸe,52.00562,8.55279,3157.0,5079034,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,569,604,,52.00562,8.55279,,105290,,,,
Gelsenkirchen,Germany,Gelsenkirchen-Bismarck,51.53364,7.101868,3176.0,12052,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,600,,51.53364,7.101868,,105291,,,,
Gelsenkirchen_2,Germany,Gelsenkirchen Kurt-Schumacher-StraÃŸe,51.527901,7.084555,3177.0,1300227,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,600,,51.527901,7.084555,,105292,,,,
GÃ¼lzow-PrÃ¼zen,Germany,GÃ¼lzow,53.817775,12.064708,3179.0,6830,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,576,616,,53.817775,12.064708,,105293,,,,
Weiden i.d. OPf.,Germany,Weiden i.d.OPf./NikolaistraÃŸe,49.67895,12.159361,3190.0,6880,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,616,,49.67895,12.159361,,105294,,,,
Nettetal,Germany,Nettetal-Kaldenkirchen,51.326934,6.195834,3193.0,6351138,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,597,,51.326934,6.195834,,105295,,,,
Dortmund_2,Germany,Dortmund-Eving,51.536893,7.457409,3195.0,11644,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,601,,51.536893,7.457409,,105296,,,,
Kehl,Germany,Kehl,48.578178,7.802317,3196.0,1300228,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,602,,48.578178,7.802317,,105297,,,,
FÃ¼rth,Germany,FÃ¼rth/Odenwald,49.653465,8.817251,3198.0,2008931,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,605,,49.653465,8.817251,,105298,,,,
OsnabrÃ¼ck,Germany,OsnabrÃ¼ck-Verkehr,52.2703,8.04147,3205.0,6909,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,570,603,,52.2703,8.04147,,105299,,,,
SaarbrÃ¼cken,Germany,SaarbrÃ¼cken-City,49.233464,6.987601,3206.0,6923,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,599,,49.233464,6.987601,,105300,,,,
Trostberg,Germany,Trostberg/SchwimmbadstraÃŸe,48.021657,12.538174,3216.0,6968,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,553,617,,48.021657,12.538174,,105301,,,,
Aalen,Germany,Aalen,48.847917,10.096292,3370.0,1300245,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,556,609,,48.847917,10.096292,,105302,,,,
Antofagasta,Chile,Antofagasta,-23.61354216,-70.38331568,1282.0,2295,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,267,352,,-23.61354216,-70.38331568,,105304,,,,
ALBERTA_12,Canada,Beaverlodge,55.1964,-119.3967,456.0,791,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,582,195,,55.1964,-119.3967,,105305,,,,
SUFFOLK,United States,Boston-Von Hillern,42.325197,-71.056056,452.0,786,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,350,,42.325197,-71.056056,,105306,,,,
Boston-Cambridge-Quincy_2,United States,Boston - Roxbury,42.329399,-71.082497,448.0,783,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,350,,42.329399,-71.082497,,105307,,,,
ALBERTA_13,Canada,Elk Island,53.6825,-112.8686,382.0,669,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,576,216,,53.6825,-112.8686,,105308,,,,
Calama_2,Chile,Colegio Pedro Vergara Keller,-22.44283906,-68.93254635,364.0,620,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,271,356,,-22.44283906,-68.93254635,,105310,,,,
Springfield_4,United States,CHICOPEE,42.194401,-72.555603,362.0,25702,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,345,,42.194401,-72.555603,,105311,,,,
Santiago,Chile,Parque O'Higgins,-33.464142,-70.660797,25.0,1044,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,227,351,,-33.464142,-70.660797,,105313,,,,
CALAIS,France,Calais Berthelot,50.94729,1.84308,3691.0,8200,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,583,,50.94729,1.84308,,105314,,,,
ALBERTA_14,Canada,Patricia McInnes,56.7522,-111.4761,360.0,616,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,588,220,,56.7522,-111.4761,,105315,,,,
Warszawa_6,Poland,"Warszawa, ul. ToÅ‚stoja",52.285073,20.933018,6381.0,26099,PL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,570,644,,52.285073,20.933018,,105316,,,,
ALBERTA_15,Canada,Bruderheim,53.800117,-112.927795,298.0,503,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,576,216,,53.800117,-112.927795,,105317,,,,
Tocopilla_2,Chile,Bomberos,-22.111064,-70.210828,296.0,494,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,273,352,,-22.111064,-70.210828,,105318,,,,
Modesto_2,United States,Modesto - 14th Stree,37.642165,-120.994212,6884.0,19788,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,512,190,,37.642165,-120.994212,,105319,,,,
ONTARIO,Canada,London,42.974461,-81.200858,1535.0,2705,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,533,317,,42.974461,-81.200858,,105320,,,,
Temuco,Chile,Ã‘ielol,-38.72700326,-72.58000195,6989.0,20260,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,206,345,,-38.72700326,-72.58000195,,105321,,,,
Bishop_3,United States,Bishop Paiute Tribe-,37.3667,-118.4167,1537.0,29752,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,510,198,,37.3667,-118.4167,,105322,,,,
Bishop_4,United States,Lone Pine Paiute/Sho,36.5975,-118.04,1562.0,2752,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,507,199,,36.5975,-118.04,,105323,,,,
Ostrava_2,Czechia,Ostrava-Ceskobratrsk,49.83984756,18.28997612,3841.0,8687,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,636,,49.83984756,18.28997612,,105324,,,,
Lingen (Ems),Germany,Emsland,52.49855,7.31747,3856.0,5078325,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,571,600,,52.49855,7.31747,,105325,,,,
Providence-New Bedford-Fall River_5,United States,Fall River,41.6833,-71.169701,559.0,977,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,528,349,,41.6833,-71.169701,,105326,,,,
ALBERTA_16,Canada,Caroline,51.95,-114.7,555.0,969,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,569,210,,51.95,-114.7,,105327,,,,
Springfield_5,United States,WARE,42.298302,-72.334396,530.0,936,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,346,,42.298302,-72.334396,,105328,,,,
FRANKLIN_3,United States,Greenfield,42.605816,-72.596689,524.0,907,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,531,345,,42.605816,-72.596689,,105329,,,,
Boston-Cambridge-Quincy_3,United States,BOSTON-KENMORE,42.3489,-71.097702,521.0,25772,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,349,,42.3489,-71.097702,,105330,,,,
ALBERTA_17,Canada,Athabasca Valley,56.7328,-111.39,490.0,844,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,588,221,,56.7328,-111.39,,105331,,,,
Raleigh-Cary_2,United States,Triple Oak - Near Ro,35.8652,-78.8197,1640.0,13841,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,504,325,,35.8652,-78.8197,,105332,,,,
Quintero,Chile,Quintero,-32.77251645,-71.53530329,3931.0,21976,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,230,348,,-32.77251645,-71.53530329,,105333,,,,
NORTHAMPTON,United States,Northampton,36.511708,-77.655389,7017.0,20343,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,507,329,,36.511708,-77.655389,,105334,,,,
Quintero_2,Chile,Centro Quintero,-32.78777561,-71.5322828,7039.0,34951,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,230,348,,-32.78777561,-71.5322828,,105335,,,,
Puerto Montt,Chile,Mirasol,-41.47950692,-72.96875593,294.0,491,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,195,343,,-41.47950692,-72.96875593,,105336,,,,
Talcahuano_2,Chile,Inpesca,-36.737202,-73.104427,26.0,35374,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,214,343,,-36.737202,-73.104427,,105337,,,,
PlzeÅˆ,Czechia,Plzen-Slovany,49.73244858,13.40228081,3972.0,10773,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,620,,49.73244858,13.40228081,,105338,,,,
SUBLETTE,United States,Pinedale Gaseous,42.8698,-109.8708,282.0,469,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,532,225,,42.8698,-109.8708,,105340,,,,
LA PAZ,United States,Alamo Lake,34.243889,-113.558611,239.0,1061,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,498,214,,34.243889,-113.558611,,105341,,,,
HAMPDEN,United States,SPRINGFIELDSP,42.120248,-72.58499,7294.0,25640,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,529,345,,42.120248,-72.58499,,105342,,,,
Samut Prakan_2,Thailand,Prabadang Rehabiltation Center,13.664087,100.543436,135.0,5077838,TH,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,416,899,,13.664087,100.543436,,105343,,,,
Raleigh-Cary_3,United States,Millbrook NCore,35.856111,-78.574167,1801.0,3183,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,504,326,,35.856111,-78.574167,,105344,,,,
ConcÃ³n,Chile,ConcÃ³n,-32.924568,-71.515399,27.0,35661,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,229,348,,-32.924568,-71.515399,,105345,,,,
Puerto Montt_2,Chile,Alerce,-41.39916954,-72.89952278,7446.0,21638,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,195,344,,-41.39916954,-72.89952278,,105346,,,,
Via della Miseria 3 - Parona (PV),Italy,PARONA,45.28111,8.75472,8075.0,7774426,IT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,605,,45.28111,8.75472,,105347,,,,
Ardmore,United States,Healdton,34.256901,-97.474197,1996.0,3541,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,498,265,,34.256901,-97.474197,,105349,,,,
Potsdam_2,Germany,"Potsdam, Zeppelinstr.",52.393932,13.037474,4359.0,12120,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,571,619,,52.393932,13.037474,,105350,,,,
Trockenborn-Wolfersdorf,Germany,Hummelshain,50.791616,11.661233,4360.0,5078775,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,614,,50.791616,11.661233,,105351,,,,
PlzeÅˆ_2,Czechia,Plzen-Lochotin,49.77012634,13.36822128,4361.0,10768,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,620,,49.77012634,13.36822128,,105352,,,,
Praha,Czechia,Praha 4-Libus,50.00730515,14.44593334,4369.0,10847,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,623,,50.00730515,14.44593334,,105353,,,,
RoÅ¾Äalovice,Czechia,Rozdalovice-Ruska,50.30198288,15.17830276,4371.0,10783,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,626,,50.30198288,15.17830276,,105354,,,,
ZlÃ­n,Czechia,Zlin,49.23290634,17.66717529,4372.0,10808,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,634,,49.23290634,17.66717529,,105355,,,,
KadaÅˆ,Czechia,Tusimice,50.37658691,13.32762241,4375.0,10748,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,620,,50.37658691,13.32762241,,105356,,,,
PlzeÅˆ_3,Czechia,Plzen-Doubravka,49.76861572,13.42338085,4376.0,10750,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,620,,49.76861572,13.42338085,,105357,,,,
ÄŒeskÃ© BudÄ›jovice,Czechia,Ceske Budejovice,48.98438644,14.46568394,4378.0,10759,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,623,,48.98438644,14.46568394,,105358,,,,
ÄŒeskÃ½ TÄ›Å¡Ã­n,Poland,Cesky Tesin,49.74895859,18.60972595,4379.0,10763,PL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,637,,49.74895859,18.60972595,,105359,,,,
PlzeÅˆ_4,Czechia,Plzen-stred,49.74732971,13.38103867,4380.0,10792,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,620,,49.74732971,13.38103867,,105360,,,,
Pardubice,Czechia,Pardubice Dukla,50.02403641,15.76354885,4382.0,5078638,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,627,,50.02403641,15.76354885,,105361,,,,
LibereckÃ½,Czechia,Liberec-Rochlice,50.75510025,15.06996727,4383.0,10786,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,625,,50.75510025,15.06996727,,105362,,,,
Most,Czechia,Most,50.51036453,13.64527226,4398.0,11016,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,621,,50.51036453,13.64527226,,105363,,,,
ZlÃ­nskÃ½,Czechia,Tesnovice,49.25939178,17.41056061,4399.0,5078348,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,633,,49.25939178,17.41056061,,105364,,,,
Phoenix-Mesa-Scottsdale_11,United States,Phoenix JLG Supersit,33.503601,-112.095001,605.0,1065,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,495,218,,33.503601,-112.095001,,105365,,,,
Opava,Czechia,Opava-Katerinky,49.94498825,17.90953064,4409.0,5078696,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,634,,49.94498825,17.90953064,,105366,,,,
DÄ›ÄÃ­n,Czechia,Decin,50.77415085,14.21879387,4410.0,10881,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,623,,50.77415085,14.21879387,,105367,,,,
MoravskÃ¡ TÅ™ebovÃ¡,Czechia,Moravska Trebova - Piaristicka.,49.75899506,16.66672134,4411.0,10883,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,630,,49.75899506,16.66672134,,105368,,,,
FrÃ½dek-MÃ­stek,Czechia,Frydek-Mistek,49.67179108,18.3510704,4412.0,10889,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,636,,49.67179108,18.3510704,,105369,,,,
PÅ™erov,Czechia,Prerov,49.45165634,17.45415878,4417.0,5078735,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,633,,49.45165634,17.45415878,,105370,,,,
JihomoravskÃ½,Czechia,Brno - Detska nemocnice,49.20272446,16.61628723,4425.0,10927,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,630,,49.20272446,16.61628723,,105371,,,,
Kladno,Czechia,Kladno-stred mesta,50.14385986,14.10178375,4428.0,10939,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,622,,50.14385986,14.10178375,,105372,,,,
ÃšstÃ­ nad Labem,Czechia,Usti n.L.-Kockov,50.68352509,14.04119492,4429.0,10943,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,622,,50.68352509,14.04119492,,105373,,,,
ÃšstÃ­ nad Labem_2,Czechia,Usti n.L.-Vseboricka,50.68312454,13.99787331,4430.0,10948,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,622,,50.68312454,13.99787331,,105374,,,,
TÅ™inec,Czechia,Trinec-Kosmos,49.66811371,18.67779922,4439.0,5078593,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,637,,49.66811371,18.67779922,,105375,,,,
StudÃ©nka,Czechia,Studenka,49.72093582,18.08930588,4444.0,10983,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,635,,49.72093582,18.08930588,,105376,,,,
Sokolov,Czechia,Sokolov,50.17282486,12.67281818,4445.0,10988,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,618,,50.17282486,12.67281818,,105377,,,,
KÅ™eÅ¡Ã­n,Czechia,Kosetice,49.57339478,15.0802784,4447.0,5078645,CZ,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,625,,49.57339478,15.0802784,,105378,,,,
Altenburg,Germany,Altenburg Theaterplatz,50.987758,12.437621,4456.0,23637,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,617,,50.987758,12.437621,,105379,,,,
Hanau,Germany,Hanau,50.13577,8.92157,4458.0,6351141,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,606,,50.13577,8.92157,,105380,,,,
KlÃ¶tze,Germany,Zartau/Waldstation,52.593136,11.172327,4459.0,4073546,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,571,613,,52.593136,11.172327,,105381,,,,
Mannheim,Germany,Mannheim-Nord,49.544078,8.465281,4470.0,1300233,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,604,,49.544078,8.465281,,105382,,,,
Samut Sakhon,Thailand,Highway District,13.7054879,100.315622,2167.0,1304205,TH,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,416,898,,13.7054879,100.315622,,105383,,,,
Heilbronn,Germany,Heilbronn,49.165508,9.224786,4485.0,1185781,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,607,,49.165508,9.224786,,105384,,,,
Reutlingen_2,Germany,Reutlingen,48.488887,9.20732,4492.0,1300265,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,606,,48.488887,9.20732,,105385,,,,
Weil am Rhein,Switzerland,Weil am Rhein,47.588152,7.633271,4494.0,1300231,CH,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,551,601,,47.588152,7.633271,,105386,,,,
Baden-Baden,Germany,Baden-Baden,48.773072,8.220214,4495.0,1300241,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,556,603,,48.773072,8.220214,,105387,,,,
Villingen-Schwenningen,Germany,Villingen-Schwenningen,48.048656,8.463597,4497.0,1300243,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,553,604,,48.048656,8.463597,,105388,,,,
Biberach an der RiÃŸ,Germany,Biberach,48.089886,9.800325,4499.0,5078349,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,553,608,,48.089886,9.800325,,105389,,,,
Osorno_2,Chile,Osorno,-40.58447867,-73.11871982,2198.0,3964,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,199,343,,-40.58447867,-73.11871982,,105390,,,,
Neustadt a.d. Donau,Germany,Neustadt a.d. Donau/Eining,48.853211,11.777818,4557.0,11288,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,556,615,,48.853211,11.777818,,105392,,,,
PuchuncavÃ­_2,Chile,PuchuncavÃ­,-32.71883949,-71.4079606,7576.0,35151,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,230,348,,-32.71883949,-71.4079606,,105395,,,,
Augsburg,Germany,Augsburg/Bourges-Platz,48.376576,10.88837,4594.0,11402,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,612,,48.376576,10.88837,,105396,,,,
Wernigerode,Germany,Wernigerode/Bahnhof,51.839382,10.790143,4620.0,7678121,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,568,612,,51.839382,10.790143,,105397,,,,
Coyhaique,Chile,Coyhaique II,-45.57904567,-72.04996451,73.0,1738,CL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,179,346,,-45.57904567,-72.04996451,,105398,,,,
Oberaudorf,Germany,Oberaudorf/Inntal-Autobahn,47.648459,12.188324,4625.0,11497,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,616,,47.648459,12.188324,,105399,,,,
Mannheim_2,Germany,Mannheim Friedrichsring,49.49256,8.47204,4637.0,1300240,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,604,,49.49256,8.47204,,105400,,,,
via vignati - Lodi (LO),Italy,LODI Vignati,45.305278,9.485556,8276.0,7774140,IT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,607,,45.305278,9.485556,,105401,,,,
Greiz,Germany,Greiz Mollbergstr.,50.655861,12.205199,4664.0,11633,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,616,,50.655861,12.205199,,105402,,,,
Andechs,Germany,Andechs/Rothenfeld,47.968753,11.220172,4667.0,11629,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,553,613,,47.968753,11.220172,,105403,,,,
Eisenach,Germany,Eisenach Werneburgstr.,50.978292,10.317236,4671.0,2008275,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,610,,50.978292,10.317236,,105404,,,,
Dillingen/ Saar,Germany,Dillingen City,49.357861,6.73354,4672.0,7677221,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,599,,49.357861,6.73354,,105405,,,,
Darmstadt_2,Germany,Darmstadt,49.872303,8.664619,4681.0,23544,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,605,,49.872303,8.664619,,105406,,,,
Raunheim,Germany,Raunheim,50.010325,8.451527,4682.0,23625,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,604,,50.010325,8.451527,,105407,,,,
Bangkok_26,Thailand,Thonburi Power Sub-Station,13.727622,100.486568,2352.0,5077771,TH,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,416,899,,13.727622,100.486568,,105408,,,,
Riedstadt,Germany,Riedstadt,49.825165,8.516798,4683.0,9445127,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,604,,49.825165,8.516798,,105409,,,,
Rostock_2,Germany,Rostock Am Strande,54.092278,12.141994,4685.0,11703,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,577,616,,54.092278,12.141994,,105410,,,,
Rostock_3,Germany,Rostock-Holbeinplatz,54.09262,12.099553,4686.0,11708,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,577,616,,54.09262,12.099553,,105411,,,,
RÃ¶vershagen,Germany,Rostock-Stuthof,54.161555,12.174105,4687.0,1300021,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,578,616,,54.161555,12.174105,,105412,,,,
Nordhausen,Germany,Nordhausen,51.497195,10.791404,4688.0,1562099,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,567,612,,51.497195,10.791404,,105413,,,,
Schwedt/Oder,Germany,Schwedt (Oder),53.064262,14.285139,4698.0,11752,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,573,623,,53.064262,14.285139,,105414,,,,
Enschede,Netherlands,Enschede-Winkelhorst.,52.2345,6.91949,2362.0,4341,NL,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,570,599,,52.2345,6.91949,,105415,,,,
Michelstadt,Germany,Michelstadt,49.672507,9.001981,4702.0,6351139,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,560,606,,49.672507,9.001981,,105416,,,,
Stralsund,Germany,Stralsund-Knieperdamm,54.31923,13.08101,4705.0,23553,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,578,619,,54.31923,13.08101,,105417,,,,
Marburg_2,Germany,Marburg,50.804258,8.769324,4706.0,23598,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,605,,50.804258,8.769324,,105418,,,,
Brandenburg an der Havel_2,Germany,Brandenburg a.d. Havel,52.420442,12.552303,4722.0,11846,DE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,571,617,,52.420442,12.552303,,105419,,,,
Yuma,United States,Yuma Supersite,32.690277,-114.614441,603.0,1074,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,492,210,,32.690277,-114.614441,,105420,,,,
